rooms,price,flat_area,district,address,latitude,longitude,subway,prestigious
1,7500.0,68.0,Подільський,"Вітряні Гори вул., 17",,,,3
1,25858.0,100.0,Солом'янський,"Липківского Василя вул. (Урицького), 49А",50.43547821,30.48765755,,2
3,36940.0,111.0,Шевченківський,"Хмельницького Богдана вул., 9",50.44504166,30.51651192,,3
4,35000.0,220.0,Шевченківський,"Герцена вул., 17/25",50.46994019,30.4708004,,3
4,73880.0,462.0,Шевченківський,"Ярославів Вал вул., 14В",50.45038605,30.51165581,,3
4,147760.0,415.0,Шевченківський,"Михайлівський пров., 12",50.45281982,30.51869774,,3
5,88656.0,323.0,Шевченківський,"Гончара Олеся вул., 32а",50.4512558,30.50583076,,3
3,10000.0,108.0,Шевченківський,"Салютна вул., 27а",50.47385788,30.4130249,,3
4,110820.0,315.2,Шевченківський,"Пирогова вул., 2/37б",50.44632339,30.50631905,,3
2,7000.0,84.0,Дніпровський,"Гашека Ярослава бульв., 16",50.43767929,30.63159752,,1
2,7500.0,82.0,Шевченківський,"Ігоря Турчина вул. (Блюхера Василя), 10",50.48220825,30.40026093,,3
2,20317.0,81.3,Печерський,"Євгена Коновальця вул. (Щорса), 15 к4",50.42513657,30.52360344,Олімпійська,3
1,10000.0,51.0,Солом'янський,"Неходи Івана вул., 2",50.42943954,30.4937191,,2
3,15000.0,159.0,Оболонський,"просп. Героев Сталинграда, 10а",50.49991226,30.51663017,Оболонь,2
1,20000.0,132.0,Голосіївський,"Льва Толстого вул., 29",50.44116974,30.50290298,,3
3,8000.0,133.0,Дніпровський,"Малишка Андрія вул., 9",50.45890045,30.6166172,,1
4,30000.0,328.0,Шевченківський,"Гонти Івана вул., 7",50.46483612,30.44254112,,3
1,6000.0,68.0,Деснянський,"Драйзера Теодора вул., 28",50.50927734,30.59916496,,1
3,40634.0,235.0,Шевченківський,"Дмитрівська вул., 45",50.45325851,30.48818016,,3
3,29552.0,152.0,Солом'янський,"Василя Липківського, 16а",50.43593216,30.48791122,,2
5,92350.0,337.0,Шевченківський,"Михайлівська вул., 16",50.45323181,30.52219391,Майдан Незалежності,3
2,14000.0,122.0,Солом'янський,"Степана Васильченко, 3",50.43918228,30.4163456,,2
2,8000.0,95.0,Деснянський,"Бальзака Оноре вул., 77",50.52636337,30.6081543,,1
3,8990.0,147.0,Дарницький,"Сімферопольська вул., 9/1",50.42621994,30.64749146,,1
2,7000.0,135.0,Дарницький,"Урлівська вул., 14",50.40493393,30.62263298,,1
3,12000.0,116.3,Оболонський,"Йорданська вул. (Гавро Лайоша), 17",50.49881363,30.50346756,Оболонь,2
2,17000.0,88.0,Дарницький,"Дніпровська набережна, 16Г",50.41780472,30.59716606,,1
2,8500.0,93.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 40",50.51547241,30.61759567,,1
2,18000.0,130.0,Святошинський,"Петрицького Анатолія вул., 15а",50.4471283,30.38235474,,2
3,11000.0,121.0,Дніпровський,"Харківське шосе, 2",50.44127274,30.62521362,,1
4,44328.0,297.0,Печерський,"Ділова вул., 2-Б",50.43009186,30.52196884,,3
3,9000.0,130.0,Дарницький,"Олійника Степана вул., 15",50.40856934,30.6428833,,1
3,9600.0,169.0,Дарницький,"Вишняківська вул., 7 б",50.39328384,30.6474514,,1
2,6500.0,83.0,Дніпровський,"Празька вул., 25",50.4383316,30.64136887,,1
2,7000.0,83.0,Шевченківський,"Вавілових вул., 16/12",50.47738266,30.43845749,,3
2,10000.0,119.0,Дарницький,"Ревуцького вул., 42Б",50.397995,30.65107918,,1
2,19000.0,77.0,Дарницький,"Дніпровська наб., 16д",50.3999176,30.61253166,,1
3,2500.0,92.8,Деснянський,"Лісківська вул., 9/22",50.52347946,30.60184479,,1
1,7000.0,63.0,Голосіївський,"Метрологічна вул., 14/3",50.35053635,30.47615814,,3
1,5800.0,51.0,Дніпровський,"Навої Алішера просп., 59",50.47092819,30.6009407,,1
1,8000.0,55.0,Солом'янський,"Липківского Василя вул. (Урицького), 13",50.43340683,30.48611259,,2
2,10500.0,92.0,Святошинський,"Бударіна, 3г",50.44353104,30.28130913,,2
1,6200.0,56.0,Дніпровський,"Воскресенський бульв. (Перова), 10",50.47011948,30.59911919,,1
2,23000.0,86.0,Солом'янський,"Липківского Василя вул. (Урицького), 37",50.43297958,30.47502708,,2
1,10500.0,60.0,Солом'янський,"Сім'ї Ідзиковських вул., 17",50.42471313,30.45340157,,2
2,17000.0,80.0,Шевченківський,"Білоруська вул., 1",50.46244049,30.47919464,,3
1,118208.0,212.0,Шевченківський,"Шевченка Тараса бульв., 30",50.44524002,30.50494576,,3
3,92350.0,302.0,Голосіївський,"Володимирська вул., 79",50.4371376,30.51028633,Площа Льва Толстого,3
3,15000.0,129.0,Подільський,"Волоська вул., 24",,,,3
2,17500.0,125.0,Дарницький,"Бажана Миколи просп., 8б",50.39253616,30.61231422,,1
1,12000.0,91.0,Дніпровський,"Воскресенська вул., 12в",50.46709824,30.60315323,,1
2,18000.0,110.0,Печерський,"Лютеранська, 3",50.43628693,30.52877045,Площа Льва Толстого,3
2,23000.0,107.0,Дарницький,"Дніпровська наб., 14б",50.40278625,30.61405754,,1
2,554100.0,600.0,Печерський,"Болсуновський пров. (Мічуріна), 35",50.42192459,30.55837059,,3
4,92350.0,370.0,Голосіївський,"Ломоносова, 50",50.40202332,30.51443291,Деміївська,3
1,18000.0,99.0,Оболонський,"Героїв полку ""Азов"" вул. (Малиновського маршала), 4в",50.50515366,30.48916245,Мінська,2
2,17000.0,97.0,Печерський,"Євгена Коновальця вул. (Щорса), 15 ",50.42527771,30.52554131,Палац Україна,3
2,31399.0,200.0,Печерський,"Ділова, 2б",50.43009186,30.52196884,,3
3,29000.0,250.0,Солом'янський,"Ніжинська вул., 5",50.44018173,30.43577957,,2
2,9000.0,96.5,Дарницький,"Ахматової Анни вул., 4",50.41352463,30.64238548,,1
2,14000.0,134.0,Голосіївський,"Васильківська вул., 57/130",50.38269043,30.47903061,Виставковий центр,3
3,19000.0,215.0,Дніпровський,"Никольско-Слободская, 2",50.45450974,30.5910778,,1
1,11000.0,60.0,Шевченківський,"Зоологічна вул., 12/15",50.46183395,30.46535301,,3
1,8500.0,75.0,Дніпровський,"Дарницький бульв., 1а",50.45957184,30.61363792,,1
3,10000.0,102.0,Дніпровський,"Тичини Павла просп., 28",50.43195724,30.61206245,,1
1,13000.0,65.5,Святошинський,"Петрицького Анатолія вул., 21",50.44539261,30.38072586,,2
1,14000.0,72.0,Солом'янський,"Липківского Василя вул. (Урицького), 34",50.43297195,30.47793007,,2
3,25858.0,215.0,Голосіївський,"Героїв Оборони вул., 10 а",,,,3
2,15500.0,104.0,Святошинський,"Петрицького Анатолія вул., 13А",50.4471283,30.38143158,,2
4,12000.0,155.0,Шевченківський,"Парково-Сирецька вул. (Шамрила Тимофія), 15",50.46377563,30.43942833,,3
2,9500.0,105.0,Святошинський,"Кольцова бульв., 14Д",50.42344284,30.38031387,,2
1,11000.0,51.0,Солом'янський,"Промениста вул., 50",50.39933777,30.47001457,,2
4,22500.0,133.0,Печерський,"Мечникова вул., 18",50.43780899,30.53594971,,3
5,55410.0,343.0,Голосіївський,"Антоновича вул. (Горького), 18-Б",50.43736267,30.5125885,Площа Льва Толстого,3
3,51716.0,203.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 6Б",50.49625778,30.5214653,,2
1,18998.0,99.0,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 18-Б",,,,3
4,55410.0,370.0,Шевченківський,"Шевченка Тараса бульв., 27",50.44562912,30.49764061,,3
3,40634.0,203.0,Печерський,"Філатова академіка вул., 1/2",50.41720581,30.53096199,Либідська,3
3,19000.0,186.0,Солом'янський,"Борщагівська вул., 189",50.44308853,30.43859291,,2
2,8000.0,94.0,Оболонський,"Агрегатна вул., 2",50.50258636,30.45633125,,2
4,22000.0,162.0,Шевченківський,"Бульварно-Кудрявська вул. (Воровського), 38",50.44974899,30.49468422,,3
6,59104.0,385.0,Печерський,"Крутий узвiз, 5",50.44281769,30.52521706,,3
2,25000.0,90.2,Шевченківський,"Трьохсвятительська вул., 11",50.45477676,30.52262497,,3
5,73880.0,435.9,Печерський,"Музейний пров., 8",50.45024872,30.52934647,,3
2,8000.0,93.0,Дарницький,"Вербицького архітектора вул., 9-г",50.41074753,30.65949631,,1
3,9000.0,120.0,Солом'янський,"Кадетський Гай вул., 11",50.4144783,30.46875191,,2
2,7000.0,79.5,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 54-А",50.52406311,30.5179882,,2
2,8000.0,93.0,Оболонський,"Мінський проспект, 10а ",50.49991226,30.51663017,,2
4,25000.0,245.0,Дніпровський,"Євгена Сверстюка вул. (Раскової Марини), 52 в",50.44350433,30.60833168,,1
2,10000.0,71.0,Шевченківський,"Білоруська вул., 36",50.46514893,30.47228813,,3
3,45000.0,213.0,Голосіївський,"Саксаганського вул., 63/28",50.4360199,30.50603676,Площа Льва Толстого,3
2,29552.0,169.0,Печерський,"Шовковична вул., 32/34",,,,3
1,6500.0,57.0,Дніпровський,"Бучми Амвросія вул., 6а",50.43183136,30.60335541,,1
1,5500.0,68.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 52",50.5182724,30.61923599,,1
4,66492.0,270.0,Шевченківський,"Ярославів Вал вул., 4",50.44926071,30.51318169,,3
3,51716.0,256.0,Солом'янський,"Мокра вул. (Кудряшова), 20Б",50.42969894,30.48602676,,2
2,12000.0,87.0,Оболонський,"Тимошенка маршала вул., 6а",50.51042175,30.49476242,Мінська,2
1,8500.0,66.0,Печерський,"Бул. Леси Украинки, 11-а",50.431427,30.53560829,,3
1,10000.0,106.0,Святошинський,"Клавдієвська вул., 40Г",50.47770691,30.33908081,,2
2,27000.0,106.0,Печерський,"Шота Руставелі вул., 42",50.43568039,30.51804924,Площа Льва Толстого,3
2,11000.0,87.5,Святошинський,"Депутатська вул., 6",50.45914841,30.38086128,,2
1,8000.0,68.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 4в",50.50047684,30.59515953,,1
1,5900.0,38.0,Солом'янський,"Николая Голего вул. (Лебедєва-Кумача), 28",50.43894958,30.43657112,,2
2,15000.0,78.5,Печерський,"Кловський узвiз, 12",50.43928909,30.5377655,,3
1,7000.0,62.6,Святошинський,"Котельникова Михайла вул., 3",50.45218277,30.38650703,,2
2,6500.0,86.0,Святошинський,"Зодчих вул., 46",50.42633057,30.3678093,,2
4,37000.0,324.0,Шевченківський,"Обсерваторна вул., 7",50.45329285,30.50098991,,3
1,7000.0,71.0,Деснянський,"Радунська вул., 9А",50.52964401,30.5988102,,1
3,8000.0,133.0,Дарницький,"Драгоманова вул., 40а",50.40570831,30.63711929,,1
1,15000.0,63.0,Голосіївський,"Антоновича вул. (Горького), 94/96",50.42501068,30.51484871,Палац Україна,3
1,5000.0,61.0,Святошинський,"Зодчих вул., 44",50.42605972,30.36836624,,2
3,31399.0,142.0,Подільський,"Костянтинівська, 20/14",50.46736145,30.51153374,Контрактова площа,3
1,10000.0,74.0,Голосіївський,"Метрологічна вул., 9",50.35102463,30.47946548,,3
3,5500.0,155.0,Деснянський,"Лаврухіна Миколи вул., 15/46",50.51753998,30.59441948,,1
1,12000.0,72.0,Дарницький,"Софії Русової вул., 7А",50.38726425,30.62639618,,1
1,8000.0,41.0,Солом'янський,"Борщагівська вул., 143б",,,,2
3,25000.0,235.0,Дарницький,"Урлівська вул., 11",50.40742874,30.61970901,,1
1,7500.0,59.60000000000001,Солом'янський,"Патріарха Мстислава Скрипника вул., 7",50.4360733,30.48690987,,2
2,5500.0,92.0,Святошинський,"Литвиненко-Вольгемут вул., 4",50.42078781,30.37480164,,2
2,12000.0,166.0,Дарницький,"Івана Дяченка вул., 20б",50.38043594,30.70608902,,1
3,30000.0,77.0,Печерський,"Шовковична вул., 18",50.44397354,30.53196335,,3
2,15000.0,96.0,Подільський,"Ярославська вул., 31",50.46938324,30.51368523,Контрактова площа,3
1,5000.0,62.0,Дніпровський,"Березняківська вул., 16",50.43016815,30.61483955,,1
1,6000.0,60.0,Голосіївський,"Метрологическая, 14 ",,,,3
1,5000.0,62.0,Дніпровський,"Райдужна вул., 22",50.48796082,30.58054924,,1
1,8000.0,61.0,Дніпровський,"Харківське шосе, 15",50.43506622,30.63353539,,1
2,5500.0,95.0,Деснянський,"Лісовий просп., 22",50.48099518,30.62939453,,1
1,5000.0,50.0,Дніпровський,"Празька вул., 17",50.44003677,30.63825989,,1
1,6500.0,59.0,Голосіївський,"Васильківська вул., 49",50.38568878,30.48060036,Виставковий центр,3
1,11500.0,53.0,Солом'янський,"Гетьмана Вадима вул., 26-Б ",50.44544983,30.44165802,,2
3,7500.0,113.5,Дніпровський,"Тичини Павла просп., 14А",50.42655563,30.59754753,,1
2,8000.0,88.6,Дніпровський,"Малишка Андрія вул., 21б",50.46206284,30.62225723,,1
2,7000.0,84.0,Святошинський,"Литвиненко-Вольгемут вул., 5",50.41967392,30.37519836,,2
2,7000.0,103.0,Деснянський,"Ніколаєва архітектора вул., 15Б",50.50905228,30.59333611,,1
2,6000.0,110.0,Деснянський,"Каштанова вул., 15б",50.50310135,30.58211899,,1
1,9000.0,73.0,Святошинський,"Палладіна академіка просп., 22",50.46143341,30.35706329,,2
2,7500.0,78.0,Шевченківський,"Парково-Сирецька вул. (Шамрила Тимофія), 14",50.46258163,30.43369484,,3
2,9500.0,92.0,Святошинський,"Леся Курбаса просп. (50-річчя Жовтня), 18а",50.42722321,30.37159157,,2
2,9000.0,88.0,Святошинський,"Кулібіна вул., 6А",50.45560074,30.39842224,,2
3,15000.0,73.0,Оболонський,"Північна вул., 48А",50.52666092,30.51239777,Героїв Дніпра,2
2,9000.0,82.0,Дніпровський,"Воскресенський бульв. (Перова), 15",50.48233795,30.59336281,,1
1,5700.0,59.0,Подільський,"Межовий пров., 3",50.51517868,30.43220329,,3
1,8000.0,61.0,Подільський,"Правди просп., 78",50.50636673,30.42377281,,3
2,6500.0,74.0,Шевченківський,"Туполєва академіка вул., 24",50.48069763,30.3962307,,3
2,6000.0,82.0,Солом'янський,"Донця Михайла вул., 16",50.42749023,30.42397499,,2
1,7000.0,63.0,Дніпровський,"Бажова вул., 3",50.44992447,30.61803627,,1
1,8000.0,60.0,Печерський,"Драгомирова вул., 6Б",50.41436768,30.54589081,,3
1,6000.0,46.0,Дарницький,"Бажана Миколи просп., 7в",50.40401077,30.66199684,,1
2,11500.0,74.0,Голосіївський,"Васильківська вул., 47",50.38663101,30.48118973,Виставковий центр,3
1,4500.0,36.0,Оболонський,"Навашина академіка вул., 13",50.51852798,30.45264244,,2
2,23000.0,78.0,Солом'янський,"Василя Липківського, 38",50.4326973,30.47535324,,2
1,10000.0,59.0,Голосіївський,"Саксаганського вул., 91",50.43928528,30.50115395,,3
2,18000.0,99.0,Шевченківський,"вул.Коперника, 14",50.4576416,30.47733498,,3
1,6000.0,56.0,Солом'янський,"Вацлава Гавела бульв. (Лепсе Івана), 73",50.43057632,30.41475868,,2
3,10999.0,127.0,Голосіївський,"Теремківська вул., 17",50.36709213,30.45090866,Теремки,3
2,20000.0,240.0,Солом'янський,"Лисичанська вул., 9",50.41269302,30.49192619,,2
2,8000.0,80.0,Дніпровський,"Бучми Амвросія вул., 2",50.43310547,30.60176659,,1
2,7000.0,109.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 8б",50.50218582,30.59599304,,1
1,5500.0,57.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 81",50.51984024,30.61730003,,1
1,5999.0,59.0,Святошинський,"Булгакова вул., 4",50.40984344,30.40291977,,2
1,9000.0,88.0,Шевченківський,"Іллі Рєпіна пров. (Шишкінський), 4-6",50.47520447,30.48212814,,3
2,8500.0,90.0,Святошинський,"Героїв Космосу вул., 19а",50.44009399,30.38362312,,2
3,20001.0,74.0,Печерський,"Лесі Українки бульв., 7",50.43465805,30.53124046,,3
3,10000.0,113.0,Подільський,"Кирилівська вул. (Фрунзе), 117",50.48933411,30.46646118,,3
1,6500.0,67.0,Подільський,"Кирилівська вул. (Фрунзе), 99/1",,,,3
2,5000.0,85.0,Святошинський,"Наумова генерала вул., 31А",50.47206497,30.33275604,,2
3,12000.0,142.0,Святошинський,"Котельникова Михайла вул., 11",,,,2
2,8000.0,117.0,Дарницький,"Григоренка Петра просп., 12",50.41259384,30.62354469,,1
1,6000.0,59.0,Оболонський,"Рокоссовського маршала просп., 2",50.51984024,30.45808601,,2
1,11000.0,86.0,Голосіївський,"Рудницького Степана вул. (Вільямса академіка), 3а",50.39019394,30.46487236,Виставковий центр,3
1,8300.0,70.0,Оболонський,"Йорданська вул. (Гавро Лайоша), 80-х р.",50.49443436,30.5192318,Оболонь,2
1,14000.0,75.0,Голосіївський,"Заболотного академіка вул., 15М",50.3576622,30.47786903,Теремки,3
3,10000.0,120.0,Подільський,"Свободи просп., 30",50.51535797,30.42525291,,3
2,8000.0,93.0,Святошинський,"Чорнобильська вул., 6",50.45805359,30.34723854,,2
3,7500.0,149.0,Оболонський,"Прирічна вул., 19",50.51940536,30.5202961,,2
2,5700.0,78.5,Дніпровський,"Харківське шосе, 12",50.43653107,30.62985229,,1
2,7500.0,83.0,Дніпровський,"Воскресенський бульв. (Перова), 20",50.47777176,30.59608078,,1
1,13800.0,71.0,Дарницький,"Дніпровська наб., 18 А",50.39793015,30.61333275,,1
1,8000.0,85.0,Святошинський,"Зодчих вул., 70",50.43698883,30.36135292,,2
1,5000.0,70.0,Деснянський,"Радунська вул., 14а",50.52056885,30.59957504,,1
3,25000.0,170.0,Подільський,"Правди просп., 31а",50.50307846,30.4368,,3
1,7700.0,67.0,Голосіївський,"Антоновича вул. (Горького), 150",50.41798782,30.51861191,Палац Україна,3
1,6000.0,80.0,Деснянський,"Маяковського вул., 79",50.51824188,30.61688232,,1
2,7000.0,109.0,Солом'янський,"Медова вул., 3",50.40750504,30.45779228,,2
2,9800.0,78.5,Солом'янський,"Ушинського вул., 24",50.43067932,30.44621849,,2
1,6500.0,66.0,Деснянський,"Поповича космонавта вул. (Волкова космонавта), 18",50.4875946,30.63858795,,1
1,12500.0,63.0,Солом'янський,"Липківского Василя вул. (Урицького), 23",,,,2
3,12500.0,138.0,Дарницький,"Урлівська вул., 7",50.40526581,30.6211853,,1
2,10000.0,74.0,Дніпровський,"Березняківська вул., 10",50.43383026,30.61274147,,1
1,8500.0,83.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 43г",50.51808548,30.50699425,Героїв Дніпра,2
3,20000.0,125.0,Шевченківський,"Малопідвальна вул., 21",50.44953918,30.517313,,3
1,7000.0,55.0,Дніпровський,"Березняківська вул., 22",50.42771912,30.61462021,,1
3,9990.0,125.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 46",50.51653671,30.6186161,,1
1,8500.0,72.0,Голосіївський,"Антоновича вул. (Горького), 100",50.42402649,30.51478386,Палац Україна,3
2,22164.0,136.0,Голосіївський,"Тарасівська вул., 29",50.43470764,30.50608826,Олімпійська,3
2,2000.0,82.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 68",50.52642441,30.6206913,,1
1,12999.0,85.0,Подільський,"Кирилівська вул. (Фрунзе), 123",50.4909668,30.46341515,,3
1,2500.0,91.0,Деснянський,"Милославська вул., 23",50.53125381,30.6142292,,1
1,4999.0,70.0,Деснянський,"Милославська вул., 21А",50.52935791,30.61638451,,1
1,2000.0,76.0,Подільський,"Свободи просп., 4",50.50708008,30.436203,,3
1,6000.0,59.0,Дніпровський,"Флоренції вул., 12б",50.44788361,30.59715652,,1
1,15999.0,80.0,Печерський,"Басейна вул., 12",50.43964767,30.52292252,,3
3,20000.0,142.0,Шевченківський,"Велика Житомирська вул., 29 А",50.45516205,30.5104351,,3
2,18000.0,103.0,Шевченківський,"Тургенєвська вул., 64-68",50.45425797,30.49034119,,3
5,44328.0,341.0,Солом'янський,"Гетьмана Вадима вул., 1",50.45277023,30.44711876,,2
1,4700.0,71.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 91",50.5259819,30.61879921,,1
1,6500.0,55.0,Голосіївський,"Голосіївська вул., 3",50.40282822,30.52347183,Деміївська,3
2,7000.0,95.0,Дніпровський,"Воскресенський бульв. (Перова), 48",50.49161148,30.59138489,,1
3,9000.0,107.0,Шевченківський,"табірна, 44",50.456604,30.49407768,,3
2,8000.0,81.0,Шевченківський,"Довженка Олександра вул., 4-А",50.4554863,30.44749069,,3
2,6000.0,86.0,Оболонський,"Автозаводська вул., 11",50.502388,30.45933914,,2
2,9000.0,82.0,Шевченківський,"Щусєва академіка вул., 5",50.47484207,30.43880844,,3
3,11999.0,172.0,Дарницький,"Ахматової Анни вул., 33",50.40737152,30.62590599,,1
1,9999.0,81.0,Дарницький,"Григоренка Петра просп., 28б",50.40453339,30.62830734,,1
2,6000.0,90.0,Дніпровський,"Сєрова Валентина вул., 30",50.48852539,30.58851433,,1
3,36940.0,195.0,Голосіївський,"Лобановського просп., 150",50.40701294,30.50858879,Деміївська,3
3,36500.0,233.0,Шевченківський,"Пушкінська вул., 32Б",50.4417305,30.51564217,,3
1,5000.0,65.0,Святошинський,"Жмеринська вул., 32",50.43928909,30.3803215,,2
2,7000.0,94.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 5",50.4977417,30.58910751,,1
1,7000.0,54.0,Дарницький,"Двинская, 1",50.41539764,30.6935997,,1
2,9999.0,80.0,Печерський,"Примаченко Марії бульв. (Лихачова), 6а",50.41876221,30.54333687,,3
3,6500.0,120.0,Деснянський,"Поповича космонавта вул. (Волкова космонавта), 20 А",50.48785019,30.63890076,,1
3,10000.0,122.0,Дарницький,"Харківське шосе, 146",50.42085266,30.65115547,,1
2,8000.0,97.0,Святошинський,"Берестейський просп. (Перемоги), 116/1",50.45735931,30.37810326,,2
2,9999.0,80.0,Шевченківський,"Саратовська вул., 18",50.47161865,30.41525269,,3
2,8500.0,87.0,Святошинський,"Жмеринська вул., 10",50.43636322,30.36608696,,2
3,15000.0,240.0,Печерський,"Щорса, 32Г",50.42557526,30.53094864,Палац Україна,3
4,27000.0,267.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 24А",50.51267242,30.50777817,Мінська,2
2,6000.0,79.7,Святошинський,"Берестейський просп. (Перемоги), 71",50.45783615,30.40239716,,2
1,5000.0,56.0,Дарницький,"Вербицького архітектора вул., 8",50.41133881,30.65088654,,1
1,16000.0,72.0,Святошинський,"Берковецька вул., 6-Б",50.50039291,30.35998726,,2
3,15000.0,196.0,Дарницький,"Срібнокільська вул., 3А",50.40113068,30.63023186,,1
2,6500.0,84.3,Деснянський,"Братиславська вул., 22",50.46888351,30.6254406,,1
3,9000.0,118.5,Святошинський,"Героїв Космосу вул., 19",50.4408226,30.38417816,,2
1,4500.0,65.0,Деснянський,"Милославська вул., 23а",,,,1
2,12999.0,78.0,Шевченківський,"Мала Житомирська вул., 20",50.45366287,30.51993942,Майдан Незалежності,3
2,9000.0,85.0,Подільський,"Полкова вул., 55",50.49100113,30.42495918,,3
2,9600.0,91.0,Шевченківський,"Бакинська вул., 28",50.48232651,30.45164299,,3
2,7500.0,93.0,Деснянський,"Беретті Вікентія вул., 16",50.51217651,30.60215569,,1
1,6500.0,67.5,Деснянський,"Маяковського вул., 68",50.52642441,30.6206913,,1
2,14000.0,123.0,Голосіївський,"Васильківська вул., 18",50.39549637,30.50018883,Голосіївська,3
3,12000.0,158.0,Дарницький,"Григоренка Петра просп., 1/7",50.414505,30.62646484,,1
2,6500.0,79.0,Подільський,"Кирилівська вул. (Фрунзе), 110",50.48199081,30.4779644,Почайна,3
2,10000.0,119.0,Дарницький,"Тростянецька вул., 49",50.42132568,30.65719414,,1
2,10000.0,83.8,Солом'янський,"Гарматна вул., 57",50.43721771,30.43518829,,2
1,7000.0,64.0,Голосіївський,"Теремківська вул., 2а",50.37017441,30.45254707,Теремки,3
2,9900.0,134.0,Деснянський,"Червоної Калини просп. (Маяковського Володимира), 70",50.52700424,30.62080574,,1
1,8000.0,66.0,Подільський,"Ужвій Наталії вул., 5",50.50205994,30.44281006,,3
3,11000.0,103.0,Оболонський,"Дубровицька вул., 5",50.51239777,30.45367622,,2
1,4500.0,61.0,Шевченківський,"Коперника вул., 10",50.45825195,30.47867203,,3
1,7500.0,42.0,Дарницький,"Євгенія Харченка вул. (Леніна), 17",50.39068604,30.69480705,,1
3,13500.0,127.0,Оболонський,"Тимошенка маршала вул., 19",50.5140152,30.49610138,Мінська,2
2,5800.0,83.5,Святошинський,"Кольцова бульв., 15а",50.41928101,30.37965584,,2
2,7800.0,80.0,Дніпровський,"Дарницький бульв., 4а",50.4605217,30.617136,,1
1,6800.0,62.0,Деснянський,"Екстер Олександри  вул. (Цвєтаєвої Марини), 16 А ",50.52445602,30.61383438,,1
2,15000.0,82.0,Подільський,"Межигірська вул., 43",,,Тараса Шевченка,3
1,11000.0,59.0,Шевченківський,"Чеховський пров., 9",50.45136642,30.50141144,,3
2,15000.0,121.3,Подільський,"Волоська вул., 36/38",50.47001266,30.51551628,Контрактова площа,3
2,9000.0,98.0,Голосіївський,"вул. Полковника Потєхіна, 3",50.38144302,30.49092865,Виставковий центр,3
1,7000.0,41.0,Подільський,"Правди просп., 88",50.50759888,30.41517067,,3
1,8000.0,55.0,Шевченківський,"Богдана Гаврилишина вул. (Василевської Ванди), 13/2",50.45523453,30.46901894,,3
1,6000.0,70.0,Деснянський,"Лісківська вул., 18а",50.52772522,30.59835243,,1
1,4800.0,63.0,Деснянський,"Маяковського вул., 24",50.51015854,30.57584381,,1
2,12575.0,85.0,Подільський,"Правди просп., 31а ",50.50307846,30.4368,,3
4,31000.0,313.0,Дніпровський,"Микільсько-Слобідська вул., 6в",50.45427704,30.58808899,,1
1,12990.0,85.0,Дарницький,"Драгоманова вул., 2Б",50.4178772,30.63254929,,1
3,9500.0,127.0,Дарницький,"Харківське шосе, 170",50.41322708,30.66298866,,1
3,19000.0,178.0,Святошинський,"Берестейський просп. (Перемоги), 121б",50.45443726,30.3606205,,2
1,36940.0,70.0,Шевченківський,"Рейтарська вул., 25",50.45203781,30.51025391,,3
1,6500.0,45.0,Солом'янський,"Гарматна вул., 21",50.4491272,30.43507385,,2
1,49869.0,130.0,Печерський,"Коновальця, 26 а",50.42724609,30.5308075,,3
1,8000.0,56.0,Шевченківський,"Дегтярівська вул., 32",,,,3
1,5000.0,39.0,Святошинський,"Приладний пров., 4",50.47360992,30.3622818,,2
1,7500.0,71.0,Деснянський,"Закревського Миколи вул., 95б",50.52999878,30.62432861,,1
1,6500.0,57.0,Оболонський,"Оболонський просп., 18Б",50.50922012,30.50159454,Мінська,2
3,59104.0,241.0,Шевченківський,"Коцюбинського Михайла вул., 5",50.44662857,30.50380135,,3
2,9000.0,90.0,Оболонський,"Оболонський просп., 9А",50.50638962,30.49692154,Мінська,2
2,5000.0,80.0,Дніпровський,"Каунаська вул., 16",50.43262863,30.62752533,,1
3,7000.0,123.0,Деснянський,"Лісовий просп., 3",50.47942352,30.62039757,,1
2,20000.0,111.0,Печерський,"Басейна вул., 5а",50.44142914,30.52291107,,3
2,20000.0,80.0,Шевченківський,"Шолуденка вул., 1-В",50.4510498,30.47612,,3
1,10500.0,59.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 51А",50.52025986,30.51141739,Героїв Дніпра,2
2,7000.0,75.0,Дніпровський,"Космічна вул., 1",50.4664917,30.6199913,,1
2,14000.0,97.0,Солом'янський,"Гарматна вул., 29",50.44995499,30.43386841,,2
3,8000.0,83.0,Голосіївський,"Науки просп., 62",50.37857056,30.53445816,,3
1,16000.0,79.0,Шевченківський,"Нагірна вул., 16/18",50.47298431,30.48214149,,3
