rooms,price,flat_area,district,address,subway,prestigious,Closest_subway,Closest_subway_location,Distance to subway in (m),Time to walk to subway,Distance to subway in seconds,target_location,Distance to subway in (km),Duration to subway in mins
2,24011.0,130.0,Печерський,"Шовковична вул., 24",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",1017.0,12 mins,721.0,"50.44334412,30.53105736",1.0,12.0
2,13000.0,138.0,Дарницький,"Чавдар Єлизавети вул., 22",,1,Osokorky,"50.395248, 30.616231",1230.0,16 mins,942.0,"50.38829803,30.62475586",1.2,16.0
2,23000.0,188.0,Печерський,"Малевича, 53/30",,3,,,,,,"nan,nan",,0.0
2,20000.0,83.0,Шевченківський,"Жилянська вул., 30/32",,3,,,,,,"nan,nan",,0.0
3,16000.0,185.0,Святошинський,"Пушиної Феодори вул., 23",,2,Zhytomyrska,"50.45624509999999, 30.3654504",453.0,6 mins,344.0,"50.4573822,30.36619759",0.5,6.0
1,12000.0,90.0,Дарницький,"Бажана Миколи просп., 12",,1,Osokorky,"50.395248, 30.616231",504.0,7 mins,410.0,"50.39539719,30.62145615",0.5,7.0
3,8000.0,112.0,Дніпровський,"Малишка Андрія вул., 19",,1,Chernihivska,"50.459892, 30.63029200000001",899.0,11 mins,679.0,"50.46051025,30.6211586",0.9,11.0
2,14000.0,64.0,Печерський,"Печерський узвiз, 3",,3,Klovska,"50.4369687, 30.531807",148.0,2 mins,121.0,"50.43666458,30.53337479",0.1,2.0
2,29552.0,199.0,Подільський,"Ярославський пров., 7/9",Тараса Шевченка,3,Kontraktova ploshcha,"50.4659213, 30.5150353",746.0,10 mins,615.0,"50.46688843,30.50753784",0.7,10.0
3,15500.0,139.0,Печерський,"Виноградний пров., 6",,3,Arsenalna,"50.4430624, 30.54715739999999",1711.0,21 mins,1256.0,"50.44307709,30.53720093",1.7,21.0
1,13000.0,94.0,Дарницький,"Ахматової Анни вул., 32/18",,1,Osokorky,"50.395248, 30.616231",1789.0,22 mins,1344.0,"50.407547,30.6210041",1.8,22.0
3,17000.0,148.0,Голосіївський,"Антоновича вул. (Горького), 104",Олімпійська,3,Palats Ukraina,"50.4214131, 30.5207637",880.0,12 mins,704.0,"50.42359924,30.51557922",0.9,12.0
3,19000.0,207.0,Солом'янський,"Тетянинська вул. (Леванєвського), 6",,2,Shuliavska,"50.45422809999999, 30.44862209999999",2747.0,36 mins,2159.0,"50.43939209,30.44281197",2.7,36.0
4,21000.0,205.0,Шевченківський,"Січових Стрільців вул. (Артема), 84",,3,Lukianivska,"50.46114710000001, 30.48363239999999",376.0,5 mins,297.0,"50.45858383,30.48691559",0.4,5.0
3,33246.0,220.0,Печерський,"Лесі Українки бульв., 30б",,3,Pecherska,"50.4272737, 30.539398",892.0,11 mins,684.0,"50.42355728,30.54160118",0.9,11.0
2,10000.0,85.0,Шевченківський,"Вільгельма Котарбінського вул. (Кравченка Миколи), 10/12",,3,Lukianivska,"50.46114710000001, 30.48363239999999",456.0,6 mins,355.0,"50.45841217,30.48390007",0.5,6.0
2,20000.0,124.0,Голосіївський,"Жилянська вул., 30А",Олімпійська,3,,,,,,"nan,nan",,0.0
3,40634.0,260.0,Подільський,"Хорива вул., 2",Контрактова площа,3,Kontraktova ploshcha,"50.4659213, 30.5150353",544.0,7 mins,420.0,"50.46435928,30.51288795",0.5,7.0
3,36940.0,180.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 40",Деміївська,3,Demiivska,"50.404788, 30.516868",100.0,1 min,86.0,"50.40434265,30.5165844",0.1,1.0
3,14000.0,110.0,Солом'янський,"Повітрофлотський просп., 1",,2,Vokzalna,"50.44133530000001, 30.489963",1108.0,14 mins,844.0,"50.44347,30.48101807",1.1,14.0
3,22000.0,200.0,Дніпровський,"Євгена Сверстюка вул. (Раскової Марини), 52в",,1,Livoberezhna,"50.451864, 30.59815699999999",1388.0,18 mins,1055.0,"50.44324112,30.60582733",1.4,18.0
2,10500.0,90.0,Дніпровський,"Червоноткацька вул., 20",,1,Chernihivska,"50.459892, 30.63029200000001",1219.0,15 mins,887.0,"50.45288086,30.62464523",1.2,15.0
1,18000.0,95.0,Солом'янський,"Островського Миколи вул., 40",,2,Vokzalna,"50.44133530000001, 30.489963",1553.0,18 mins,1098.0,"50.43412018,30.48134422",1.6,18.0
3,20000.0,130.0,Оболонський,"Гайдай Зої вул., 3",Мінська,2,Minska,"50.51224200000001, 30.498551",922.0,11 mins,686.0,"50.5145874,30.49050713",0.9,11.0
2,11000.0,148.0,Дарницький,"Пчілки Олени вул., 3",,1,Pozniaky,"50.3978642, 30.6347451",2573.0,33 mins,1957.0,"50.41617584,30.63028908",2.6,33.0
2,13000.0,130.0,Дарницький,"Чавдар Єлизавети вул., 3",,1,Osokorky,"50.395248, 30.616231",345.0,5 mins,289.0,"50.39374924,30.61977768",0.3,5.0
2,10000.0,113.0,Деснянський,"Милославська вул., 8",,1,,,,,,"50.53410721,30.60218048",,0.0
1,31399.0,80.0,Печерський,"Джона  Макейна, 7",,3,Klovska,"50.4369687, 30.531807",691.0,9 mins,534.0,"50.43465805,30.53124046",0.7,9.0
2,8000.0,80.5,Святошинський,"Вернадського академіка бульв., 75",,2,Akademmistechko,"50.4649376, 30.3550961",925.0,11 mins,656.0,"50.4646225,30.36413193",0.9,11.0
3,55410.0,163.0,Печерський,"Еспланадна вул., 30",Площа Льва Толстого,3,Palats Sportu,"50.439721, 30.51948599999999",375.0,5 mins,309.0,"50.43694687,30.52033615",0.4,5.0
1,7000.0,61.0,Шевченківський,"Ружинська вул. (Піка Вільгельма), 20/54",,3,Beresteiska,"50.4593178, 30.4186364",1533.0,20 mins,1170.0,"50.46959305,30.41207504",1.5,20.0
2,8000.0,89.0,Оболонський,"Оболонський просп., 28в",Героїв Дніпра,2,Minska,"50.51224200000001, 30.498551",748.0,9 mins,565.0,"50.51453018,30.50317764",0.7,9.0
2,32000.0,109.0,Печерський,"Іоана Павла II вул. (Лумумби Патріса), 11",Палац Україна,3,Palats Ukraina,"50.4214131, 30.5207637",1091.0,12 mins,722.0,"50.42092896,30.53263283",1.1,12.0
1,10000.0,56.0,Голосіївський,"Деміївська вул., 37",Деміївська,3,Holosiivska,"50.3973835, 30.5082507",645.0,7 mins,448.0,"50.40117264,30.50914955",0.6,7.0
4,28000.0,204.0,Святошинський,"Анатолія Пертицького, 19",,2,Zhytomyrska,"50.45624509999999, 30.3654504",380.0,5 mins,287.0,"50.4575119,30.36481667",0.4,5.0
3,17000.0,140.0,Голосіївський,"Заболотного академіка вул., 2",Теремки,3,Teremky,"50.3671113, 30.4541397",468.0,6 mins,374.0,"50.36699295,30.45878029",0.5,6.0
3,20000.0,159.0,Святошинський,"Берестейський просп. (Перемоги), 121А",,2,Zhytomyrska,"50.45624509999999, 30.3654504",536.0,7 mins,408.0,"50.45443726,30.3606205",0.5,7.0
2,44328.0,132.1,Шевченківський,"Салютна вул., 2е",,3,Nyvky,"50.4586495, 30.40437299999999",2007.0,25 mins,1470.0,"50.47147369,30.40299225",2.0,25.0
1,7500.0,76.0,Деснянський,"Лісківська вул., 7",,1,,,,,,"50.52325439,30.60330963",,0.0
2,7000.0,82.0,Дніпровський,"Верховної Ради бульв., 3а",,1,Darnytsia,"50.455958, 30.61296999999999",2014.0,25 mins,1516.0,"50.44758606,30.61198044",2.0,25.0
2,9999.0,92.0,Дарницький,"Бажана Миколи просп., 9 А",,1,Vyrlytsia,"50.4029499, 30.666911",352.0,5 mins,277.0,"50.40449905,30.66520882",0.4,5.0
3,9999.0,175.0,Дарницький,"Ахматової Анни вул., 16 Б",,1,Pozniaky,"50.3978642, 30.6347451",2038.0,26 mins,1576.0,"50.41155624,30.63200378",2.0,26.0
2,8999.0,94.6,Деснянський,"Бальзака Оноре вул., 84 А",,1,,,,,,"50.5261116,30.61243248",,0.0
2,10000.0,134.0,Дарницький,"Драгоманова вул., 14А",,1,Pozniaky,"50.3978642, 30.6347451",2170.0,28 mins,1652.0,"50.41214752,30.6354866",2.2,28.0
1,7990.0,64.0,Дніпровський,"Краківська вул., 14/6",,1,Darnytsia,"50.455958, 30.61296999999999",1765.0,22 mins,1331.0,"50.45399857,30.62024498",1.8,22.0
2,5000.0,77.0,Дніпровський,"Верховної Ради бульв., 17",,1,Darnytsia,"50.455958, 30.61296999999999",1971.0,25 mins,1489.0,"50.4488945,30.61875725",2.0,25.0
1,6500.0,65.0,Дніпровський,"Малишка Андрія вул., 31а",,1,Chernihivska,"50.459892, 30.63029200000001",600.0,8 mins,479.0,"50.46312332,30.62588882",0.6,8.0
1,5200.0,57.0,Дніпровський,"Миропільська вул., 15",,1,Chernihivska,"50.459892, 30.63029200000001",910.0,12 mins,694.0,"50.46614075,30.62493706",0.9,12.0
2,5500.0,82.0,Дніпровський,"Дарницький бульв., 7",,1,Darnytsia,"50.455958, 30.61296999999999",1630.0,20 mins,1223.0,"50.46112823,30.61194992",1.6,20.0
2,31000.0,105.0,Печерський,"Василя Тютюнника вул. (Барбюса Анрі), 28 а",Палац Україна,3,Palats Ukraina,"50.4214131, 30.5207637",690.0,8 mins,474.0,"50.42489243,30.5224762",0.7,8.0
2,55410.0,203.3,Печерський,"Драгомирова вул., 16б",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1023.0,14 mins,850.0,"50.41086197,30.54449463",1.0,14.0
3,7000.0,112.0,Дніпровський,"Будівельників вул., 14",,1,Darnytsia,"50.455958, 30.61296999999999",2302.0,29 mins,1739.0,"50.44643784,30.61915207",2.3,29.0
3,26000.0,192.0,Печерський,"Лесі Українки бульв., 30Б",,3,Pecherska,"50.4272737, 30.539398",892.0,11 mins,684.0,"50.42355728,30.54160118",0.9,11.0
5,332460.0,365.0,Шевченківський,"Володимирська вул., 20/1а",Майдан Незалежності,3,Poshtova ploshcha,"50.45926900000001, 30.524412",1184.0,18 mins,1071.0,"50.45395279,30.51563072",1.2,18.0
1,14000.0,70.0,Подільський,"Тираспольська вул., 52А",,3,Syrets,"50.47676180000001, 30.4327791",2540.0,30 mins,1823.0,"50.48265839,30.41535187",2.5,30.0
2,15000.0,94.0,Солом'янський,"Лондонська вул. (Пітерська), 14",,2,,,,,,"nan,nan",,0.0
1,13000.0,84.0,Солом'янський,"Гарматна вул., 37А",,2,Shuliavska,"50.45422809999999, 30.44862209999999",2264.0,28 mins,1694.0,"50.44474411,30.43234634",2.3,28.0
3,17000.0,170.0,Дарницький,"Дніпровська наб., 23",,1,Osokorky,"50.395248, 30.616231",1460.0,19 mins,1164.0,"50.40646744,30.6127739",1.5,19.0
1,6000.0,73.0,Дарницький,"Тростянецька вул., 7в",,1,Kharkivska,"50.40067610000001, 30.6520895",2498.0,31 mins,1850.0,"50.41846466,30.64988899",2.5,31.0
1,7000.0,53.0,Дніпровський,"Тичини Павла просп., 11",,1,Livoberezhna,"50.451864, 30.59815699999999",3120.0,38 mins,2302.0,"50.43078232,30.60744858",3.1,38.0
2,8000.0,82.0,Дніпровський,"Митрополита Андрея Шептицького вул. (Луначарського Анатолія), 24Г",,1,Livoberezhna,"50.451864, 30.59815699999999",1051.0,13 mins,762.0,"50.45922852,30.59236336",1.1,13.0
2,5000.0,78.0,Дніпровський,"Русанівський бульв., 4",,1,Hidropark,"50.445978, 30.576884",2690.0,33 mins,1976.0,"50.43806076,30.59381104",2.7,33.0
1,8800.0,74.0,Дніпровський,"Андрія Аболмасова вул. (Панельна), 4а",,1,Livoberezhna,"50.451864, 30.59815699999999",1476.0,18 mins,1073.0,"50.46006012,30.58544159",1.5,18.0
1,8000.0,45.0,Солом'янський,"Борщагівська вул., 143",,2,Shuliavska,"50.45422809999999, 30.44862209999999",1851.0,24 mins,1466.0,"50.44468307,30.44639015",1.9,24.0
1,8790.0,84.0,Дніпровський,"Андрія Аболмасова вул. (Панельна), 4",,1,Livoberezhna,"50.451864, 30.59815699999999",1409.0,17 mins,1026.0,"50.4595871,30.58585739",1.4,17.0
2,12000.0,95.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 15а",Деміївська,3,Demiivska,"50.404788, 30.516868",374.0,5 mins,296.0,"50.4029274,30.51776505",0.4,5.0
4,147760.0,362.0,Шевченківський,"Січових Стрільців вул. (Артема), 84А",,3,Lukianivska,"50.46114710000001, 30.48363239999999",376.0,5 mins,297.0,"50.45858383,30.48691559",0.4,5.0
3,18000.0,130.0,Печерський,"Лейпцизька вул., 4",,3,Pecherska,"50.4272737, 30.539398",1104.0,13 mins,786.0,"50.43418121,30.54636765",1.1,13.0
3,11000.0,127.0,Дарницький,"Руденко Лариси вул., 9",,1,Pozniaky,"50.3978642, 30.6347451",960.0,12 mins,737.0,"50.39710999,30.6430397",1.0,12.0
1,4490.0,44.0,Деснянський,"Лісовий просп., 17",,1,Lisova,"50.4646598, 30.64556570000001",3177.0,40 mins,2375.0,"50.4818573,30.62888718",3.2,40.0
2,10000.0,101.0,Дарницький,"Ялтинська вул., 5Б",,1,Vyrlytsia,"50.4029499, 30.666911",4149.0,51 mins,3077.0,"50.43050385,30.65343094",4.1,51.0
2,6500.0,97.0,Деснянський,"Драйзера Теодора вул., 34",,1,,,,,,"50.51251984,30.59497833",,0.0
1,6990.0,60.0,Дніпровський,"Микитенка Івана вул., 13",,1,Darnytsia,"50.455958, 30.61296999999999",4720.0,58 mins,3493.0,"50.48707199,30.60042",4.7,58.0
2,6990.0,92.0,Дніпровський,"Будівельників вул., 18",,1,Darnytsia,"50.455958, 30.61296999999999",2085.0,26 mins,1580.0,"50.44682312,30.61691475",2.1,26.0
2,8500.0,84.0,Шевченківський,"Златоустівська вул., 1",,3,Vokzalna,"50.44133530000001, 30.489963",1038.0,14 mins,831.0,"50.44787216,30.49047661",1.0,14.0
4,30000.0,139.0,Шевченківський,"Коперника вул., 12д",,3,Lukianivska,"50.46114710000001, 30.48363239999999",758.0,9 mins,557.0,"50.45744324,30.4774704",0.8,9.0
4,55410.0,360.0,Печерський,"Шовковична вул., 13/2",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",1159.0,14 mins,836.0,"50.44430542,30.53311157",1.2,14.0
3,184700.0,202.0,Печерський,"Саперне Поле вул., 5а",,3,Lybidska,"50.41398259999999, 30.5248848",1306.0,15 mins,882.0,"50.41953659,30.53223038",1.3,15.0
3,36000.0,175.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 2Г",,2,Pochaina,"50.486079, 30.49784800000001",2661.0,33 mins,1962.0,"50.49069977,30.52650261",2.7,33.0
4,55410.0,182.0,Шевченківський,"В'ячеслава Липинського вул. (Чапаєва), 10",,3,Universytet,"50.4432683, 30.5046312",1161.0,15 mins,928.0,"50.44962692,30.50628281",1.2,15.0
1,12000.0,83.0,Дніпровський,"Гната Хоткевича вул. (Червоногвардійська), 8",,1,Chernihivska,"50.459892, 30.63029200000001",345.0,4 mins,255.0,"50.45694733,30.63152695",0.3,4.0
1,7490.0,44.0,Оболонський,"Йорданська вул. (Гавро Лайоша), 8",Оболонь,2,Obolon,"50.5015363, 30.4982311",2109.0,26 mins,1574.0,"50.49418259,30.50792313",2.1,26.0
1,22000.0,71.0,Голосіївський,"Тадея Рильського бульв., 1",Теремки,3,Teremky,"50.3671113, 30.4541397",2401.0,30 mins,1819.0,"50.37217331,30.44850159",2.4,30.0
2,7500.0,90.0,Деснянський,"Закревського Миколи вул., 31",,1,Lisova,"50.4646598, 30.64556570000001",6448.0,1 hour 20 mins,4779.0,"50.50128555,30.61079597",6.4,80.0
1,8000.0,89.6,Дніпровський,"Харківське шосе, 17а",,1,Darnytsia,"50.455958, 30.61296999999999",4272.0,54 mins,3249.0,"50.43375397,30.63459015",4.3,54.0
2,42481.0,102.0,Печерський,"Джона Маккейна вул. (Кудрі Івана), 26",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1365.0,18 mins,1075.0,"50.41814423,30.53908157",1.4,18.0
2,9000.0,95.0,Дарницький,"Бажана Миколи просп., 34",,1,Kharkivska,"50.40067610000001, 30.6520895",531.0,7 mins,414.0,"50.39849091,30.64998436",0.5,7.0
1,6400.0,57.0,Дніпровський,"Русанівська набережна вул., 10",,1,Hidropark,"50.445978, 30.576884",2427.0,30 mins,1787.0,"50.43989182,30.59248924",2.4,30.0
2,9500.0,115.0,Дарницький,"Драгоманова вул., 1Б",,1,Pozniaky,"50.3978642, 30.6347451",2514.0,32 mins,1895.0,"50.41716385,30.63599014",2.5,32.0
2,6000.0,101.0,Деснянський,"Каштанова вул., 15Б",,1,,,,,,"50.50323486,30.5821476",,0.0
2,27000.0,150.0,Шевченківський,"Стрілецька вул., 7/6",,3,Zoloti vorota,"50.445809, 30.515155",1155.0,13 mins,797.0,"50.45302582,30.51205826",1.2,13.0
