rooms,price,flat_area,district,address,subway,prestigious,Closest_subway,Closest_subway_location,Distance Text,Distance Value,Duration Text,Duration Value,target_location
3,36940.0,173.0,Шевченківський,"Бульварно-Кудрявська вул. (Воровського), 7-б",,3,Zoloti vorota,"50.445809, 30.515155",1.6 km,1617.0,19 mins,1165.0,"50.4529953,30.50509453"
1,10000.0,72.0,Солом'янський,"Донця Михайла вул., 2-б",,2,Shuliavska,"50.45422809999999, 30.44862209999999",3.6 km,3633.0,47 mins,2799.0,"50.43645859,30.42967796"
1,10500.0,51.0,Шевченківський,"Парково-Сирецька вул. (Шамрила Тимофія), 8",,3,Beresteiska,"50.4593178, 30.4186364",1.4 km,1444.0,18 mins,1064.0,"50.46379852,30.43649673"
3,10000.0,155.0,Дніпровський,"Миропільська вул., 13",,1,Chernihivska,"50.459892, 30.63029200000001",0.8 km,829.0,11 mins,638.0,"50.46543503,30.6252861"
1,8500.0,64.0,Голосіївський,"Заболотного академіка вул., 128",Теремки,3,Teremky,"50.3671113, 30.4541397",1.6 km,1559.0,20 mins,1185.0,"50.36109543,30.47044182"
1,10500.0,71.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 46/1",Виставковий центр,3,Vystavkovyi tsentr,"50.3824347, 30.47758",1.1 km,1123.0,14 mins,827.0,"50.38665771,30.4678688"
1,10000.0,67.0,Голосіївський,"Лисогірська вул., 26",,3,Vydubychi,"50.401822, 30.56048799999999",6.5 km,6470.0,1 hour 21 mins,4875.0,"50.38990021,30.5376873"
1,18000.0,82.0,Дніпровський,"Євгена Сверстюка вул. (Раскової Марини), 6-Є",,1,Livoberezhna,"50.451864, 30.59815699999999",1.0 km,958.0,11 mins,689.0,"50.44613266,30.6061821"
1,16500.0,62.0,Шевченківський,"Салютна вул., 2",,3,Nyvky,"50.4586495, 30.40437299999999",2.1 km,2067.0,25 mins,1521.0,"50.47180176,30.39841843"
1,12000.0,53.0,Солом'янський,"Любомира Гузара просп. (Комарова), 13",,2,Nyvky,"50.4586495, 30.40437299999999",4.6 km,4597.0,59 mins,3555.0,"50.4335556,30.40455246"
1,6500.0,63.0,Оболонський,"Богатирська вул., 16",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",1.3 km,1275.0,15 mins,927.0,"50.52210999,30.48605156"
1,16000.0,80.0,Шевченківський,"Білоруська вул., 3",,3,Lukianivska,"50.46114710000001, 30.48363239999999",0.4 km,421.0,5 mins,312.0,"50.46263885,30.478508"
1,10000.0,76.0,Святошинський,"Святошинська пл., 1",,2,Zhytomyrska,"50.45624509999999, 30.3654504",0.6 km,558.0,8 mins,470.0,"50.45824814,30.36288643"
2,18470.0,78.0,Солом'янський,"Юнацька вул., 6",,2,Vasylkivska,"50.393331, 30.488194",3.1 km,3123.0,38 mins,2308.0,"50.39614487,30.46790695"
1,8000.0,54.0,Шевченківський,"Щусєва академіка вул., 42",,3,Syrets,"50.47676180000001, 30.4327791",60 m,60.0,1 min,43.0,"50.47727966,30.43325996"
2,11500.0,96.0,Шевченківський,"Лагерна вул., 40",,3,Beresteiska,"50.4593178, 30.4186364",0.4 km,403.0,5 mins,285.0,"50.4602623,30.42415619"
1,22164.0,94.0,Солом'янський,"Липківского Василя вул. (Урицького), 37В",,2,Vokzalna,"50.44133530000001, 30.489963",2.0 km,1995.0,25 mins,1472.0,"50.4305954,30.47792435"
2,16000.0,79.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 94/1",Голосіївська,3,Holosiivska,"50.3973835, 30.5082507",1.2 km,1194.0,14 mins,825.0,"50.39135361,30.50067329"
1,15500.0,60.0,Печерський,"Генерала Алмазова вул. (Кутузова), 9",,3,Pecherska,"50.4272737, 30.539398",0.3 km,326.0,4 mins,236.0,"50.4292717,30.54154205"
1,12500.0,89.0,Дарницький,"Княжий Затон вул., 14-В",,1,Osokorky,"50.395248, 30.616231",0.8 km,791.0,10 mins,614.0,"50.40168381,30.61651802"
2,20000.0,88.0,Оболонський,"Володимира Івасюка просп. (Героїв Сталінграда), 4а",,2,Obolon,"50.5015363, 30.4982311",2.2 km,2243.0,28 mins,1671.0,"50.49404526,30.52192688"
3,20000.0,125.0,Солом'янський,"Патріарха Мстислава Скрипника вул., 40",,2,Vokzalna,"50.44133530000001, 30.489963",1.6 km,1553.0,18 mins,1098.0,"50.43412018,30.48134422"
2,20000.0,100.0,Шевченківський,"Симона Петлюри вул. (Комінтерну), 20",,3,Vokzalna,"50.44133530000001, 30.489963",0.5 km,519.0,7 mins,397.0,"50.44361877,30.49619484"
2,22000.0,143.0,Шевченківський,"Ризька вул., 73г",,3,Syrets,"50.47676180000001, 30.4327791",1.0 km,956.0,12 mins,747.0,"50.47170258,30.43454361"
2,16000.0,132.0,Шевченківський,"Артилерійський пров., 7а",,3,Beresteiska,"50.4593178, 30.4186364",0.5 km,464.0,5 mins,328.0,"50.46102142,30.42460442"
2,17999.0,117.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 34-б",Васильківська,3,Vasylkivska,"50.393331, 30.488194",0.9 km,903.0,11 mins,675.0,"50.39067459,30.4790802"
3,30000.0,206.0,Голосіївський,"Юлії Здановської вул. (Ломоносова), 50/2",Виставковий центр,3,Vystavkovyi tsentr,"50.3824347, 30.47758",1.6 km,1647.0,20 mins,1219.0,"50.38595581,30.46463585"
1,19999.0,72.0,Шевченківський,"Шолуденка вул., 1А",,3,Politekhnichnyi instytut,"50.4511297, 30.46429349999999",1.4 km,1412.0,20 mins,1180.0,"50.45090866,30.47659874"
4,110820.0,398.0,Шевченківський,"Юрія Іллєнка вул. (Мельникова), 84а",,3,Dorohozhychi,"50.4735721, 30.4487602",0.8 km,824.0,10 mins,619.0,"50.4717865,30.4591713"
3,20000.0,150.0,Печерський,"Городецького архітектора вул., 12/3",,3,Maidan Nezalezhnosti,"50.4481226, 30.5250038",0.3 km,325.0,4 mins,245.0,"50.44641876,30.52689934"
1,12500.0,72.0,Голосіївський,"Феодосійська вул., 1а",Деміївська,3,Demiivska,"50.404788, 30.516868",1.7 km,1658.0,21 mins,1239.0,"50.40231323,30.53235054"
2,15500.0,100.0,Солом'янський,"Солом'янська вул., 20",,2,Palats Ukraina,"50.4214131, 30.5207637",3.0 km,2951.0,35 mins,2114.0,"50.42069626,30.49084282"
3,23999.0,222.0,Дніпровський,"Тичини Павла просп., 18 Б",,1,Livoberezhna,"50.451864, 30.59815699999999",3.3 km,3306.0,43 mins,2576.0,"50.42813492,30.60345268"
1,18000.0,91.0,Оболонський,"Оболонська наб., 3",,2,Pochaina,"50.486079, 30.49784800000001",2.7 km,2668.0,33 mins,1965.0,"50.4921608,30.52595901"
2,11000.0,90.0,Оболонський,"Героїв Дніпра вул., 42б",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",1.1 km,1107.0,13 mins,807.0,"50.52010345,30.50988007"
3,13000.0,129.0,Оболонський,"Північна вул., 54в",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",1.5 km,1465.0,18 mins,1056.0,"50.52604675,30.51405144"
3,20000.0,155.0,Дарницький,"Дніпровська наб., 26ж",,1,Osokorky,"50.395248, 30.616231",0.4 km,365.0,4 mins,265.0,"50.39411926,30.61329651"
3,15000.0,139.0,Дарницький,"Княжий Затон вул., 14",,1,Osokorky,"50.395248, 30.616231",0.8 km,791.0,10 mins,614.0,"50.40168381,30.61651802"
5,221640.0,325.0,Печерський,"Драгомирова вул., 11б",,3,Druzhby Narodiv,"50.41703299999999, 30.547317",1.2 km,1159.0,16 mins,989.0,"50.40883255,30.54730988"
2,36940.0,166.0,Подільський,"Вишгородська вул., 45а/5",,3,Minska,"50.51224200000001, 30.498551",4.4 km,4448.0,56 mins,3369.0,"50.51041412,30.4496994"
3,44328.0,245.0,Голосіївський,"Голосіївський просп. (40-річчя Жовтня), 62",Голосіївська,3,Holosiivska,"50.3973835, 30.5082507",0.5 km,529.0,7 mins,395.0,"50.40087509,30.51140594"
1,14500.0,73.0,Голосіївський,"Глушкова академіка просп., 9д",Іподром,3,Ipodrom,"50.37657470000001, 30.4688445",1.1 km,1094.0,14 mins,820.0,"50.36992645,30.46556282"
1,12000.0,41.0,Дніпровський,"Євгена Сверстюка вул. (Раскової Марини), 6г",,1,Livoberezhna,"50.451864, 30.59815699999999",1.2 km,1168.0,14 mins,820.0,"50.44552231,30.60509682"
2,12000.0,98.0,Оболонський,"Гайдай Зої вул., 6",Мінська,2,Minska,"50.51224200000001, 30.498551",0.9 km,940.0,12 mins,693.0,"50.51543045,30.4922123"
2,13000.0,105.0,Солом'янський,"Липківского Василя вул. (Урицького), 11",,2,Vokzalna,"50.44133530000001, 30.489963",1.1 km,1149.0,14 mins,841.0,"50.43404007,30.4869709"
1,11000.0,91.0,Дарницький,"Гришка Михайла вул., 8",,1,Pozniaky,"50.3978642, 30.6347451",0.5 km,541.0,7 mins,408.0,"50.39541626,30.6314888"
1,18000.0,72.0,Дарницький,"Зарічна вул., 4 корп1",,1,Osokorky,"50.395248, 30.616231",0.7 km,698.0,9 mins,522.0,"50.39236069,30.61142731"
2,21900.0,74.0,Дарницький,"Зарічна вул., 4 корп2",,1,Slavutych,"50.3942606, 30.6048644",1.1 km,1090.0,14 mins,837.0,"50.3956871,30.60478783"
1,19999.0,86.0,Шевченківський,"Січових Стрільців вул. (Артема), 44А",,3,Lukianivska,"50.46114710000001, 30.48363239999999",1.2 km,1169.0,14 mins,850.0,"50.45702362,30.4942379"
2,14000.0,142.0,Святошинський,"Львівська вул., 22А",,2,Zhytomyrska,"50.45624509999999, 30.3654504",0.9 km,938.0,11 mins,661.0,"50.45537949,30.37439728"
3,19500.0,206.0,Святошинський,"Котельникова Михайла вул., 33",,2,Zhytomyrska,"50.45624509999999, 30.3654504",1.6 km,1593.0,20 mins,1175.0,"50.45181274,30.37720299"
1,8500.0,77.0,Дарницький,"Бориспільська вул., 25а",,1,Chervonyi khutir,"50.40947300000001, 30.696203",2.1 km,2063.0,25 mins,1504.0,"50.42235565,30.70471382"
3,28000.0,138.0,Солом'янський,"Липківского Василя вул. (Урицького), 16а",,2,Vokzalna,"50.44133530000001, 30.489963",0.9 km,893.0,11 mins,663.0,"50.43593216,30.48791122"
1,7500.0,65.0,Дніпровський,"Князя Романа Мстиславича вул. (Жмаченка генерала), 4",,1,Darnytsia,"50.455958, 30.61296999999999",1.1 km,1109.0,15 mins,876.0,"50.45914459,30.6092205"
1,16999.0,76.0,Печерський,"Рибальська вул., 8",,3,Pecherska,"50.4272737, 30.539398",1.1 km,1067.0,13 mins,774.0,"50.43418121,30.54263496"
1,9000.0,68.0,Оболонський,"Героїв Дніпра вул., 29",Героїв Дніпра,2,Heroyiv Dnipra,"50.52273400000001, 30.49887",0.7 km,672.0,8 mins,482.0,"50.52222061,30.49238396"
2,18000.0,89.0,Дніпровський,"Андрія Аболмасова вул. (Панельна), 6",,1,Livoberezhna,"50.451864, 30.59815699999999",1.6 km,1567.0,19 mins,1140.0,"50.45936584,30.58526421"
1,20000.0,78.0,Голосіївський,"Теремківська вул., 4а",Теремки,3,Teremky,"50.3671113, 30.4541397",2.0 km,2006.0,25 mins,1526.0,"50.37006378,30.44692993"
1,18000.0,77.0,Солом'янський,"Богданівська вул., 7б",,2,Vokzalna,"50.44133530000001, 30.489963",1.2 km,1209.0,15 mins,877.0,"50.43555069,30.47955894"
2,11001.0,106.0,Дарницький,"Драгоманова вул., 3",,1,Kharkivska,"50.40067610000001, 30.6520895",2.4 km,2360.0,30 mins,1817.0,"50.4157753,30.63739777"
2,29552.0,95.0,Печерський,"Панаса Мирного вул., 9б",,3,Pecherska,"50.4272737, 30.539398",1.0 km,1049.0,13 mins,760.0,"50.43297958,30.5388031"
1,12500.0,61.0,Печерський,"Лаврська вул., 8",,3,Dnipro,"50.441228, 30.559337",3.9 km,3947.0,49 mins,2953.0,"50.43680573,30.55256462"
2,10000.0,134.0,Дарницький,"Пчілки Олени вул., 2Б",,1,Pozniaky,"50.3978642, 30.6347451",2.6 km,2583.0,33 mins,1966.0,"50.41721344,30.62572479"
1,18000.0,94.0,Оболонський,"Оболонська набережна, 3",,2,Pochaina,"50.486079, 30.49784800000001",2.8 km,2753.0,34 mins,2028.0,"50.49184418,30.52705765"
2,10500.0,83.0,Дніпровський,"Тичини Павла просп., 9Б",,1,Livoberezhna,"50.451864, 30.59815699999999",3.1 km,3061.0,39 mins,2367.0,"50.42930222,30.60357475"
3,15000.0,184.0,Святошинський,"Олевська вул., 5",,2,Akademmistechko,"50.4649376, 30.3550961",2.5 km,2520.0,31 mins,1857.0,"50.4796524,30.34318352"
2,18000.0,86.0,Подільський,"Ігоревська вул., 2/6",Поштова площа,3,Poshtova ploshcha,"50.45926900000001, 30.524412",0.2 km,202.0,3 mins,158.0,"50.45976639,30.52261162"
